uid,tid,lat,lng
148,0,32.36,116.0
148,0,43.71,118.21
148,1,35.49,116.7
148,1,25.16,100.09
148,2,39.45,74.89
148,2,26.59,113.94
148,3,12.67,71.17
148,3,23.94,107.35
148,4,33.55,86.81
148,4,26.79,101.64
148,5,33.56,96.55
148,5,31.43,105.07
148,6,36.69,102.31
148,6,21.54,93.95
148,7,41.06,82.33
148,7,43.26,71.13
148,8,36.38,102.21
148,8,23.91,90.57
148,9,31.73,115.38
148,9,50.02,138.39
148,10,31.46,100.11
148,10,31.1,171.15
148,11,32.16,119.55
148,11,48.53,71.22
148,12,38.7,71.4
148,12,31.1,80.59
148,13,34.29,92.76
148,13,26.01,93.62
148,14,34.3,98.67
148,14,21.89,85.39
148,15,34.72,112.83
148,15,30.06,86.19
148,16,41.05,112.76
148,16,22.55,94.7
148,17,40.86,118.7
148,17,46.72,160.09
148,18,37.51,79.65
148,18,23.82,87.66
148,19,39.03,93.31
148,19,31.46,94.86
149,0,33.48,74.22
149,0,28.31,89.18
149,1,38.04,97.29
149,1,45.12,69.82
149,2,37.1,81.93
149,2,41.03,115.34
150,0,32.19,88.65
150,0,48.85,73.74
150,1,38.64,108.14
150,1,28.83,84.3
150,2,36.36,73.95
150,2,50.09,95.79
150,3,35.59,69.97
150,3,32.37,67.18
151,0,35.71,107.3
151,0,51.15,75.4
151,1,33.29,74.88
151,1,25.51,164.19
151,2,27.98,86.58
151,2,36.08,117.01
152,0,37.24,71.64
152,0,35.56,89.47
153,0,47.64,3.49
153,0,38.73,35.73
153,1,35.64,105.85
153,1,37.36,146.08
153,2,31.69,96.51
153,2,45.66,78.81
153,3,34.52,100.19
153,3,39.55,123.04
153,4,42.88,133.22
153,4,38.24,82.86
153,5,46.55,87.03
153,5,33.34,83.81
153,6,46.79,151.32
153,6,37.69,95.22
153,7,29.04,158.5
153,7,32.01,83.58
153,8,35.91,55.42
153,8,36.82,116.64
153,9,44.67,34.15
153,9,57.48,-41.75
153,10,52.9,42.4
153,10,58.5,-25.08
154,0,38.49,103.57
154,0,26.7,133.76
154,1,41.35,83.36
154,1,25.92,92.72
154,2,40.17,114.62
154,2,25.09,160.36
155,0,41.11,85.97
155,0,45.74,117.57
155,1,37.49,112.66
155,1,35.07,168.98
155,2,35.89,114.84
155,2,36.83,156.19
155,3,47.01,140.83
155,3,38.89,96.63
155,4,21.78,170.95
155,4,35.15,116.87
155,5,45.51,76.94
155,5,38.49,67.59
155,6,43.0,68.33
155,6,35.64,69.25
155,7,25.72,120.08
155,7,40.12,119.03
155,8,46.19,119.9
155,8,36.62,82.21
155,9,38.71,156.05
155,9,35.82,109.31
155,10,22.01,98.2
155,10,33.49,108.03
155,11,47.11,101.13
155,11,37.49,84.85
155,12,21.5,118.98
155,12,33.84,66.37
156,0,13.65,87.32
156,0,20.78,96.68
157,0,34.34,98.31
157,0,48.89,73.44
157,1,32.96,119.51
157,1,21.55,164.87
157,2,36.18,66.31
157,2,30.24,107.49
157,3,40.9,81.47
157,3,25.7,155.04
157,4,32.45,82.47
157,4,26.3,75.45
157,5,31.78,67.83
157,5,24.49,107.44
157,6,37.96,78.81
157,6,38.62,66.88
158,0,35.55,91.6
158,0,44.12,130.5
158,1,31.89,66.96
158,1,37.72,93.75
159,0,32.87,90.6
159,0,41.1,77.96
160,0,36.58,113.29
160,0,28.38,132.2
160,1,25.67,111.92
160,1,40.56,77.35
160,2,43.74,66.95
160,2,36.34,69.08
161,0,40.99,107.61
161,0,22.96,115.31
161,1,38.64,76.42
161,1,26.8,86.53
161,2,36.61,80.54
161,2,24.33,113.34
161,3,41.2,113.18
161,3,39.51,151.55
161,4,37.44,90.65
161,4,24.22,113.37
161,5,38.52,114.85
161,5,28.37,108.03
161,6,40.15,103.06
161,6,25.07,111.9
161,7,34.7,78.89
161,7,37.95,105.4
162,0,41.25,119.56
162,0,26.74,114.77
162,1,21.78,164.78
162,1,35.28,112.14
162,2,27.49,87.48
162,2,37.14,97.89
162,3,29.43,107.29
162,3,40.76,88.02
162,4,42.16,16.91
162,4,41.76,-38.03
162,5,46.4,-76.27
162,5,47.77,-109.8
162,6,36.09,-63.69
162,6,37.74,1.48
162,7,32.07,56.81
162,7,36.67,82.29
162,8,28.17,90.1
162,8,32.91,72.97
162,9,29.78,111.61
162,9,41.35,79.73
162,10,23.15,100.08
162,10,37.21,104.5
162,11,25.74,109.43
162,11,36.29,113.71
162,12,26.81,69.56
162,12,34.21,74.78
162,13,48.82,118.14
162,13,34.08,97.95
162,14,26.59,139.07
162,14,37.83,108.55
162,15,43.31,164.22
162,15,37.81,86.25
162,16,25.09,161.31
162,16,28.44,100.84
162,17,37.39,108.09
162,17,26.66,112.15
162,18,35.63,78.84
162,18,30.78,111.56
162,19,35.04,87.03
162,19,35.99,94.36
163,0,30.06,113.04
163,0,32.54,72.93
163,1,48.03,77.64
163,1,31.98,84.2
163,2,45.6,95.15
163,2,36.73,106.44
163,3,36.95,134.54
163,3,33.54,98.59
163,4,21.86,108.86
163,4,35.87,78.17
163,5,25.1,136.76
163,5,24.42,93.24
164,0,35.29,80.92
164,0,22.93,98.66
164,1,39.18,97.99
164,1,25.36,71.45
164,2,40.38,68.65
164,2,41.36,135.14
164,3,37.47,91.01
164,3,31.08,111.97
164,4,40.11,70.73
164,4,24.21,74.91
164,5,40.72,75.1
164,5,27.65,131.63
164,6,25.82,93.75
164,6,35.02,69.21
164,7,44.08,67.41
164,7,36.05,76.78
165,0,31.89,87.33
165,0,39.86,119.83
166,0,41.0,71.07
166,0,29.9,71.46
166,1,38.23,108.73
166,1,25.73,109.64
166,2,40.04,116.41
166,2,40.1,136.4
166,3,39.64,67.29
166,3,27.62,149.96
167,0,33.32,79.05
167,0,21.74,137.52
167,1,37.82,110.45
167,1,29.87,168.7
167,2,31.83,92.49
167,2,29.42,88.84
167,3,37.9,88.89
167,3,23.59,67.78
167,4,36.83,119.9
167,4,43.58,70.12
167,5,36.19,69.87
167,5,28.76,142.69
167,6,25.96,100.11
167,6,40.81,91.96
167,7,27.71,101.25
167,7,32.88,100.17
167,8,29.79,104.15
167,8,32.36,70.08
168,0,33.94,79.96
168,0,47.65,114.57
168,1,40.44,69.32
168,1,32.45,132.36
168,2,42.35,143.33
168,2,32.14,114.45
169,0,32.14,76.09
169,0,27.49,90.9
169,1,35.94,96.63
169,1,39.86,108.93
170,0,37.8,96.87
170,0,40.01,119.51
171,0,33.74,110.04
171,0,21.52,91.0
171,1,36.45,114.57
171,1,37.72,174.02
171,2,50.75,169.94
171,2,31.47,97.85
171,3,47.63,88.15
171,3,39.67,94.37
172,0,39.1,91.09
172,0,29.4,105.81
172,1,37.75,69.26
172,1,45.41,82.29
172,2,32.59,110.73
172,2,24.73,67.1
172,3,23.77,162.27
172,3,24.96,102.47
172,4,35.39,107.95
172,4,50.05,75.36
172,5,39.36,90.44
172,5,44.72,119.96
172,6,37.58,70.2
172,6,22.03,138.99
172,7,36.77,102.31
172,7,24.09,75.94
172,8,35.13,95.25
172,8,23.58,164.95
172,9,38.88,69.07
172,9,21.7,98.18
172,10,33.15,85.61
172,10,50.03,67.6
172,11,35.33,96.24
172,11,31.19,81.15
172,12,38.89,102.79
172,12,39.82,77.98
173,0,40.35,109.69
173,0,42.81,172.61
173,1,32.18,69.77
173,1,23.88,158.63
174,0,42.1,85.16
174,0,44.42,119.91
175,0,34.42,110.47
175,0,22.02,112.59
175,1,29.17,137.75
175,1,32.46,73.15
176,0,37.64,114.7
176,0,30.1,168.92
176,1,31.04,84.29
176,1,37.4,102.41
176,2,27.0,116.57
176,2,40.12,93.43
176,3,28.55,114.18
176,3,33.24,101.51
176,4,43.89,103.38
176,4,33.41,106.05
176,5,28.28,119.77
176,5,36.56,94.74
176,6,31.01,109.42
176,6,33.8,117.29
176,7,26.95,88.63
176,7,31.48,86.53
176,8,41.08,155.14
176,8,34.15,69.5
177,0,40.06,74.62
177,0,28.73,104.14
177,1,35.82,113.54
177,1,28.17,70.22
177,2,36.15,91.76
177,2,47.33,101.22
177,3,35.75,75.6
177,3,50.51,96.41
177,4,41.46,70.2
177,4,40.84,117.67
178,0,34.88,83.94
178,0,25.28,89.0
178,1,33.44,74.04
178,1,28.16,95.43
178,2,39.28,25.55
178,2,31.59,85.16
178,3,26.09,68.7
178,3,35.56,81.95
178,4,22.95,70.87
178,4,35.22,84.6
178,5,27.1,118.03
178,5,36.24,88.2
179,0,34.05,78.1
179,0,25.59,127.19
179,1,38.36,95.71
179,1,25.55,147.96
179,2,38.86,105.98
179,2,26.35,106.57
179,3,37.86,93.33
179,3,24.5,166.22
179,4,33.42,71.4
179,4,36.49,81.06
180,0,21.77,122.61
180,0,26.21,115.62
181,0,32.5,88.67
181,0,36.55,134.99
